"CD_GEOCMU","areamunic","precclimme","prec2010me","temp2010me","tempclimme"
3166501,29785.543678,1231.9623324564,957.3004125683,20.5626539982,20.7913203514
3166600,42683.9429478,1469.4039449019,1349.8264780572,22.6841553812,22.593236184
3166709,54859.739166,1028.6077876132,1115.5393153363,24.7130851385,24.6324227255
3166808,162658.580679,1487.4743859667,1405.479117856,22.0333123199,22.2353035823
3166907,26404.3142388,1514.5458786199,1197.6132691734,20.4317141693,20.3460624831
3166956,75220.6779185,804.5080245376,915.0843149794,24.8584322946,24.8121709189
3167004,27316.6573216,1608.3532800265,1657.3774161274,21.3673000331,20.9554963656
3167103,161855.691053,1280.0256347656,1079.120513916,20.5240621567,20.7785043716
3167202,70190.1204211,1284.6008731354,1305.7512154993,22.736465586,22.3208667279
3167301,20732.4444938,1438.7533154693,1451.0944502858,20.5971463148,21.1420772283
3167400,39345.6758777,1471.4498214134,1310.5802048683,19.503662292,19.3981618376
3167509,17698.0653603,1375.6166982623,1478.9640117664,20.2162400605,20.6052842457
3167608,66237.6046601,1237.393146654,1276.7892244162,22.5410178372,22.4657378959
3167707,28173.3536982,1152.4982491545,1214.7146293779,23.4861179604,22.7365912047
3167806,24988.648344,1568.7836980542,1366.5702799436,20.4076104761,20.3390518622
3167905,27888.6095295,1503.7320166037,1511.8722796174,20.1367499793,21.2519672082
3168002,164648.831231,804.1808228288,933.6154983671,23.9915946271,24.2073018894
3168051,25929.4568667,1147.3620485809,1163.2440677841,23.8577357044,23.5571102399
3168101,147042.310843,1602.469909668,1535.8074951172,22.4937543869,22.0791196823
3168200,51896.8170693,1579.8271402845,1468.26540854,22.3300741144,22.1963312944
3168309,43268.2097535,1366.0828053977,1329.3404114201,22.3130680095,22.0656273403
3168408,99556.2936677,1112.562008892,1202.9365069683,23.6802993024,23.0958584443
3168507,22214.1436281,1297.2474365234,1354.1533203125,21.0575695038,21.3013057709
3168606,450154.215921,1134.6576131185,1060.5122477214,23.7580067317,23.8808460236
3168705,19623.0742489,1265.4790810643,1296.1853973016,23.2463728053,22.2216593773
3168804,10789.1611766,1486.5283203125,1602.505859375,20.3847427368,20.405878067
3168903,266271.484786,1457.3345947266,1338.4061889648,22.624912262,22.6672964096
3169000,23133.5248179,1431.286959893,1449.1420607661,20.9036840214,21.2742833857
3169059,14476.98623,1463.0755615234,1327.4385986328,17.7909164429,18.5050582886
3169109,16914.1371868,1579.1966829093,1429.980524597,18.4167511659,18.9199577301
3169208,38217.1121267,1390.7587943785,1542.6904424264,23.6662862665,22.9992064562
3169307,105104.07769,1418.6226466272,1243.7751808203,21.1948503252,20.5981966069
3169356,344978.40375,1187.1994934082,1115.3489379883,23.3984479904,23.2792000771
3169406,87361.6792613,1362.7670288086,1135.3253173828,21.062502861,20.5084114075
3169505,68149.5328556,1005.4288329034,1081.041010218,24.8508698513,23.8040818749
3169604,221919.684159,1397.8061523438,1074.6673278809,24.6327524185,24.1147480011
3169703,155770.351924,961.4672851563,939.0294799805,22.3555355072,22.3589954376
3169802,27796.3708226,1489.4634964863,1253.2238465442,20.5083373669,20.126643918
3169901,54107.9601218,1423.8777854032,1455.3432568669,21.2233262807,21.394547444
3170008,107056.048469,1016.7107553561,1042.8677584613,24.720735328,24.432730824
3170057,25705.3163167,1184.3081988017,1245.23613695,22.7428636777,22.4888675081
3170107,552652.595749,1538.5916050502,1481.2060023717,23.5697996957,22.9747344426
3170206,502404.583952,1494.7440592448,1349.5940958659,23.987326622,23.5968755086
3170305,57083.4026669,1051.2328884601,1113.1786420348,24.9580284314,24.5134946916
3170404,1066077.38827,1311.4966264205,1252.2947221236,24.3122308904,24.1427537745
3170438,136053.301626,1352.3905947432,1334.3215689043,24.9213713835,24.6572402149
3170479,74793.5275634,1212.9444482094,1194.3142373989,24.9644045408,24.7156613224
3170503,18591.1137558,1290.5046867677,1373.2686506133,21.5159177421,21.633236147
3170529,266922.348553,1094.7726236979,1066.0158691406,24.9284152985,24.8968105316
3170578,15688.9475657,1233.2513427734,1301.1732177734,22.9083271027,22.3731250763
3170602,51179.6907759,1507.9806617625,1299.0867171471,22.1494399986,21.8370472609
3170651,67916.1725593,749.1785442063,867.2544069776,25.1595463993,24.7733221809
3170701,50196.7631171,1366.6565468772,1178.5406352064,21.0482204191,20.4038551169
3170750,82937.8541333,1391.6901890187,1277.5125649608,22.7902250568,22.9140020085
3170800,286011.614168,1068.4180908203,970.8309733073,24.6306889852,24.0934530894
3170909,108002.100856,885.7844633549,966.0541867031,24.3639736239,24.7464773559
3171006,238234.097138,1392.6038818359,1317.7839355469,22.7291990916,23.4536921183
3171030,208507.502461,810.0146666808,843.4596390152,23.5682848085,24.7423044477
3171071,86138.3556616,999.1180774938,908.738618412,21.8466707159,21.9663163118
3171105,125212.87724,1531.6414437267,1455.0553162242,24.0163592617,23.4260304814
3171154,15444.6449917,1245.6765779291,1322.7177211221,22.4415807441,22.237941494
3171204,9145.52439201,1388.8146565384,1405.74551801,22.3557858641,22.1293345655
3171303,39711.4802842,1313.6609129614,1379.9669745235,21.0497093148,21.2930109539
3171402,14963.2504701,1398.4054567276,1604.2693853017,23.2408920554,22.5420953201
3171501,23324.6898244,1038.5505226646,1078.3547074546,24.5562624727,23.1662113933
3171600,119203.598277,789.9928283691,855.7495422363,24.8999671936,24.6386318207
3171709,41434.6602394,1567.5330761315,1396.7077244089,19.0731847996,19.7370921145
3171808,59388.1080458,1221.6295585519,1037.0154965417,22.1955663428,21.6484666768
3171907,38222.7053642,1152.233300589,985.4665316745,22.6945241605,21.9016660817
3172004,32096.8422196,1386.1441756557,1444.9633174579,21.2892051668,21.4020688008
3172103,27787.4026669,1231.5326132259,1342.7525062308,21.9129021125,21.8343490895
3172202,17400.5799503,1605.6906344089,1378.8815263357,17.1939885627,17.769149775
3200102,131761.56192,1184.9596581196,1166.0066980148,23.9644869696,24.1782022688
3200136,62902.6717232,1099.4284127564,990.7401728213,25.2492707864,24.9017893111
3200169,67596.739696,1099.1831807406,1044.5288982177,24.9238171013,24.5907018616
3200201,105486.501665,1424.5695715294,1530.4676890649,24.0736131884,23.2931163483
3200300,85408.869882,1457.4072265625,1352.2033691406,23.9488830566,24.2286319733
3200359,31554.9436332,1046.7055871765,982.0654085558,25.4488764208,25.0118523281
3200409,56458.3545554,,,,
3200508,26227.407498,1292.4084954089,1316.4427649299,24.6838456318,23.9702748368
3200607,202408.034154,1330.1811387526,1286.9277739755,22.2633605759,24.2717163494
3200706,31072.4756902,1321.6564622731,1280.8862951029,24.7043720026,24.1151349443
3200805,127251.08295,1002.132621357,1047.3238958454,25.4998046714,25.2373059423
3200904,130352.814743,1091.8428955078,1021.9378356934,25.1153259277,24.7999324799
3201001,60506.6703109,1063.1959283872,1014.7196829613,25.1050646038,24.7934610565
3201100,12067.9632439,1273.224609375,1281.3277587891,24.7650489807,24.0623092651
3201159,46915.0494,1243.3581326276,1195.3601788861,23.6447957281,23.597887096
3201209,120151.134738,1430.6539916992,1346.1825561523,24.5261354446,24.0087738037
3201308,38950.7910291,1435.6953706594,1516.8484577963,22.7235880823,24.2775846366
3201407,91380.2209322,1468.0023799519,1401.251487239,24.2297462357,23.7581229624
3201506,198939.849799,1124.130628312,1080.447380618,24.5330463786,24.9284374205
3201605,169676.828951,1053.0325927734,995.4362182617,25.0968551636,24.7755489349
3201704,50671.7068482,1403.7213131847,1302.5056328195,23.6165498872,23.4844556118
3201803,23812.5799263,1442.8490503874,1592.5589473773,23.1667111835,22.636382119
3201902,169936.034438,1390.1861015894,1323.2513927451,23.4688955741,24.1051527505
3202009,20605.1068616,1401.3507167779,1534.5437856256,22.1954231187,22.2050015042
3202108,320158.343615,1104.5541503906,1065.3720092773,24.8035896301,24.6208919525
3202207,39151.0713332,1381.2696284715,1388.6684889748,21.8908047811,24.1688174046
3202256,50360.0784429,1151.8104806002,999.7082550998,25.1861968801,24.9399935315
3202306,63744.2516045,1415.2018215612,1541.023415731,23.7217591104,23.07037968
3202405,82593.9111397,,,,
3202454,32956.9807589,1340.8228320097,1327.0367226979,22.9094068411,22.9370809411
3202504,27980.8592055,1363.366696408,1352.300845775,21.5910822562,24.1272086961
3202553,45035.6805087,1414.5973013234,1501.8920409956,22.6520184235,22.505033492
3202603,28012.7480427,,,,
3202652,25167.4228155,1401.1105560218,1432.4161491175,22.4988904495,22.5126627413
3202702,73734.9009421,1049.8492462208,1130.9711342446,24.3745138057,24.9139162149
3202801,77017.0987503,1320.3624254572,1266.6612929908,24.7161982269,24.1395058916
3202900,41437.4085498,1142.8623150637,1240.5225405543,23.1600064892,24.457162753
3203007,62671.3572519,1384.2136094809,1418.3796811435,22.3571868432,22.4810849844
3203056,93051.1468681,1132.2821044922,1011.6409912109,25.1450023651,24.8111839294
3203106,22226.4746514,1373.0936534222,1466.9067947739,24.5061525088,23.7515899852
3203130,38165.4335754,1280.2865445904,1210.153977423,23.0199131983,24.4487087894
3203163,63084.9954385,1076.0269760057,1145.1217687679,24.3510271676,24.6105077135
3203205,495503.570014,1194.7146606445,1105.0309448242,24.7808065414,24.8406553268
3203304,44521.8409555,1022.4499835743,974.6587958505,25.2073350002,24.7723852508
3203320,18694.8288662,,,,
3203346,39554.727532,1457.4072265625,1352.2033691406,23.9488830566,24.2286319733
3203353,43168.7107013,1154.7939877352,1047.6162028453,24.6866961521,24.8924831797
3203403,118531.398858,1266.1411257846,1286.1599278426,24.7851065992,24.0903213896
3203502,155746.137545,1043.194152832,1069.3369750977,24.9191646576,24.7445707321
3203601,75762.2474157,1053.5489083983,1089.9390240498,24.7766588513,24.7077955126
3203700,93180.1969614,1411.6007944311,1389.3819810297,23.5671242887,23.2016802574
3203809,44532.1752824,1357.8716906039,1445.187584523,24.5539870637,23.8219911193
3203908,203416.769626,1083.7118530273,1005.8721008301,25.1654167175,24.8379459381
3204005,114952.046835,1088.118358315,994.5805995656,25.4904684477,25.0858230668
3204054,61531.7615824,1046.7904909915,1060.6479232236,24.9769411465,24.7479931483
3204104,138358.815425,1057.2287597656,1015.1835021973,25.0832471848,24.7814683914
3204203,10163.8891112,,,,
3204252,50267.1296061,1081.4859897549,1068.9336364152,24.9393140011,24.7508547518
3204302,80625.6104759,1242.9696161679,1202.2864782591,24.8274371065,24.2844803294
3204351,90903.3230013,1176.4432238488,1038.9209133937,24.9622572606,24.8748226948
3204401,28041.6805111,,,,
3204500,100235.784218,1407.4542621329,1501.3715113155,21.8211270374,24.1098028434
3204559,102099.262165,1279.9918620169,1347.2345460364,22.3093482734,24.1259449899
3204609,96797.3910871,1296.9112332674,1380.7780811094,21.2259483665,24.1127694644
3204658,42147.3650253,1147.2545739662,983.5986174773,25.3611153652,24.9560045984
3204708,60709.319183,1115.4999053628,988.0572419838,25.2054138346,24.8714610134
3204807,37003.4851933,1348.5764744303,1418.5048823093,24.4457853598,23.7009910479
3204906,332789.404704,1089.1560732698,991.6633876804,25.1464126066,24.8037271823
3204955,47539.1612622,1181.9220183931,1196.2133035244,23.2172924439,24.6008478177
3205002,77700.964558,1439.8767089844,1517.931640625,22.8756904602,24.3069095612
3205010,84125.2076355,1177.1769200489,1024.3556397755,25.0679141386,24.8420352417
3205036,57315.8826092,1478.4902391622,1374.1657934382,24.3528087288,23.9709599993
3205069,25854.7119347,1398.9143066406,1249.7882080078,23.7439460754,23.8313350677
3205101,43410.2033649,,,,
3205150,60842.1247046,1113.4521837933,1059.8154757268,25.1189098958,24.7910480332
3205176,65353.7385901,1124.490695167,980.392861815,25.1438339669,24.8524336631
3205200,29361.4502769,,,,
3205309,11756.5246239,1439.8767089844,1517.931640625,22.8756904602,24.3069095612
3300100,102766.662554,,,,
3300159,12857.0512635,1192.69140625,1324.0391845703,24.2789955139,23.2910327911
3300209,84442.3572885,2051.2378389502,2010.3407446538,22.9102505479,22.4825071731
3300225,14740.4541323,1383.0592444922,1470.8163189622,19.2942494635,21.0371664894
3300233,9505.46553517,,,,
3300258,20536.0122327,,,,
3300308,74797.1141055,1480.8053928555,1542.7810214504,22.7603028044,22.1361997184
3300407,70699.4969573,1514.6242675781,1649.9682006836,22.8434352875,22.2376279831
3300456,10462.5403713,1525.2800292969,1899.6632080078,22.677318573,22.4252433777
3300506,51410.4050575,1563.4832450288,1555.8746563286,21.9029724394,21.8493003716
3300605,81132.6809107,1283.0218458308,1330.022925235,24.6926775587,23.9618608562
3300704,53885.2817876,1968.0593261719,1874.3948974609,23.3239364624,22.6825141907
3300803,126488.13582,2106.0356278043,2275.2579191063,20.4031079451,21.695458204
3300902,75676.9674704,1164.5990792931,1247.0689938573,24.6944496789,23.8830422401
3300936,41421.3708646,1409.9465332031,1364.6043701172,24.2163200378,23.2369651794
3300951,13982.9868275,1266.550417783,1339.3889145132,19.9577746867,21.0057121064
3301009,548513.556622,1109.9304504395,1015.2719268799,24.8778338432,24.3340954781
3301108,100286.235472,1264.4770448865,1357.4605540221,22.6152573035,22.1441283454
3301157,70083.2944455,1041.9753070136,954.5916273018,25.0629339327,24.6114303867
3301207,42778.15564,1228.9185605013,1314.4130962826,21.5321325228,21.7104983902
3301306,61814.8995511,1906.5590240486,1834.2568463801,23.0947742346,22.5056360252
3301405,46790.1284908,1409.9465332031,1364.6043701172,24.2163200378,23.2369651794
3301504,15398.57882,1457.4181385083,1469.0414544365,21.9623366518,21.8420563571
3301603,50042.4487491,1436.2172856379,1485.813372572,21.3531309996,21.6538571937
3301702,60822.4942581,1523.3299543386,1893.1261892818,22.6100485462,22.3971119583
3301801,18092.8879808,1377.1913289799,1420.0528687932,22.8998335339,22.3378123652
3301850,47605.3684036,1845.6109790797,1992.8721387053,19.1544417356,21.2952298043
3301876,6882.10144907,,,,
3301900,55873.4620542,2107.3935546875,2408.0305175781,21.4187793732,22.0995235443
3302007,35292.8315778,1449.5771020696,1353.2995265575,23.4780955822,22.552059588
3302056,40179.6056945,1115.6637310914,1097.3309879262,25.0157634316,24.33555085
3302106,57609.1602583,1224.0466899294,1333.0077660869,24.0398236864,23.1797645882
3302205,149584.761676,1347.7100219727,1525.5956420898,24.6585378647,23.8464841843
